FPR,TPR
0.0,0.46380366523099437
0.010101010101010102,0.700372080705387
0.020202020202020204,0.7677840368826114
0.030303030303030304,0.8071800261467411
0.04040404040404041,0.8334622752914167
0.05050505050505051,0.8520517666770839
0.06060606060606061,0.8680656471947371
0.07070707070707072,0.8810651183094017
0.08080808080808081,0.8920964196687757
0.09090909090909091,0.9011766992721119
0.10101010101010102,0.909765959012518
0.11111111111111112,0.9167240283248471
0.12121212121212122,0.9229210138347379
0.13131313131313133,0.9292210118841137
0.14141414141414144,0.9347460826879066
0.15151515151515152,0.9393251020575266
0.16161616161616163,0.9438227691439787
0.17171717171717174,0.9475611513553732
0.18181818181818182,0.9515969296148898
0.19191919191919193,0.955117923090823
0.20202020202020204,0.9585085262157365
0.21212121212121213,0.9614493482541568
0.22222222222222224,0.9642127665110284
0.23232323232323235,0.9665541730107494
0.24242424242424243,0.9691111831776981
0.25252525252525254,0.9711982099335549
0.26262626262626265,0.9731349237332959
0.27272727272727276,0.9748400580539337
0.2828282828282829,0.976295203706136
0.29292929292929293,0.9775787312336462
0.30303030303030304,0.9786827100376433
0.31313131313131315,0.9795178131562942
0.32323232323232326,0.980497786388869
0.33333333333333337,0.9815133422963808
0.3434343434343435,0.9824621542547671
0.3535353535353536,0.9834628377518891
0.36363636363636365,0.9843737760670543
0.37373737373737376,0.9852230891890736
0.38383838383838387,0.985932945840692
0.393939393939394,0.986664003602144
0.4040404040404041,0.9872493220659372
0.4141414141414142,0.9878670410806889
0.42424242424242425,0.9885279941496838
0.43434343434343436,0.9891695164224141
0.4444444444444445,0.989756722536086
0.4545454545454546,0.9904019896679164
0.4646464646464647,0.9908972457740641
0.4747474747474748,0.9914333513227581
0.48484848484848486,0.9917572253049345
0.494949494949495,0.9922434916713563
0.5050505050505051,0.9926312203623648
0.5151515151515152,0.9930773487052197
0.5252525252525253,0.9934004107863549
0.5353535353535354,0.9937737136872747
0.5454545454545455,0.9940698880144913
0.5555555555555556,0.9943677216592124
0.5656565656565657,0.9946249435424309
0.5757575757575758,0.9949351929373087
0.5858585858585859,0.9951668652023192
0.595959595959596,0.995413579832501
0.6060606060606061,0.9956429299644579
0.6161616161616162,0.9958436272224027
0.6262626262626263,0.9960860188093147
0.6363636363636365,0.9963239024217351
0.6464646464646465,0.9965437474807918
0.6565656565656566,0.9967630375644213
0.6666666666666667,0.9969743266652938
0.6767676767676768,0.9971071618203468
0.686868686868687,0.9972956281396469
0.696969696969697,0.9974498611856426
0.7070707070707072,0.9975872156031607
0.7171717171717172,0.9977887565597119
0.7272727272727273,0.9979574759761772
0.7373737373737375,0.9980437894670324
0.7474747474747475,0.998153621470985
0.7575757575757577,0.9982495138003432
0.7676767676767677,0.9983542144518043
0.7777777777777778,0.998524469538041
0.787878787878788,0.998651836604731
0.797979797979798,0.998752868320384
0.8080808080808082,0.998825977481599
0.8181818181818182,0.9989503795957473
0.8282828282828284,0.9990516564428517
0.8383838383838385,0.9991301659714817
0.8484848484848485,0.999207281268062
0.8585858585858587,0.9992896669020198
0.8686868686868687,0.9993997318992842
0.8787878787878789,0.9995149284669785
0.888888888888889,0.9995924855778913
0.8989898989898991,0.999647349016222
0.9090909090909092,0.999694012118141
0.9191919191919192,0.9997360558556843
0.9292929292929294,0.9997828332576821
0.9393939393939394,0.9998249438660088
0.9494949494949496,0.9998571935617253
0.9595959595959597,0.9998988145887755
0.9696969696969697,0.9999173500819221
0.9797979797979799,0.999935675615064
0.98989898989899,0.9999724198884385
1.0,1.0
