Precision,Recall
0.0,0.9837926873309903
0.010101010101010102,0.9837926873309903
0.020202020202020204,0.9837926873309903
0.030303030303030304,0.9837926873309903
0.04040404040404041,0.9837926873309903
0.05050505050505051,0.9837926873309903
0.06060606060606061,0.9837926873309903
0.07070707070707072,0.9837926873309903
0.08080808080808081,0.9837926873309903
0.09090909090909091,0.9837926873309903
0.10101010101010102,0.9837926873309903
0.11111111111111112,0.9837926873309903
0.12121212121212122,0.9837926873309903
0.13131313131313133,0.9837926873309903
0.14141414141414144,0.9837926873309903
0.15151515151515152,0.9837926873309903
0.16161616161616163,0.9837926873309903
0.17171717171717174,0.9837926873309903
0.18181818181818182,0.9837926873309903
0.19191919191919193,0.9837926873309903
0.20202020202020204,0.9837926873309903
0.21212121212121213,0.9837926873309903
0.22222222222222224,0.9837926873309903
0.23232323232323235,0.9837926873309903
0.24242424242424243,0.9837926873309903
0.25252525252525254,0.9837926873309903
0.26262626262626265,0.9837926873309903
0.27272727272727276,0.9837926873309903
0.2828282828282829,0.9837926873309903
0.29292929292929293,0.9837926873309903
0.30303030303030304,0.9837926873309903
0.31313131313131315,0.9837926873309903
0.32323232323232326,0.9837926873309903
0.33333333333333337,0.9837926873309903
0.3434343434343435,0.9837926873309903
0.3535353535353536,0.9837926873309903
0.36363636363636365,0.9837926873309903
0.37373737373737376,0.9837926873309903
0.38383838383838387,0.9837926873309903
0.393939393939394,0.9837926873309903
0.4040404040404041,0.9837926873309903
0.4141414141414142,0.9837926873309903
0.42424242424242425,0.9837926873309903
0.43434343434343436,0.9837926873309903
0.4444444444444445,0.9837926873309903
0.4545454545454546,0.9837926873309903
0.4646464646464647,0.9837926873309903
0.4747474747474748,0.9837926873309903
0.48484848484848486,0.9837926873309903
0.494949494949495,0.983785053479409
0.5050505050505051,0.9872752759813809
0.5151515151515152,0.9943990113672063
0.5252525252525253,0.9996120135160275
0.5353535353535354,0.9993227145262982
0.5454545454545455,0.9990898604928629
0.5555555555555556,0.9987900840490704
0.5656565656565657,0.9984415624162692
0.5757575757575758,0.9981083940207766
0.5858585858585859,0.9976638158413074
0.595959595959596,0.9972140017573021
0.6060606060606061,0.9966630067427954
0.6161616161616162,0.9961340998597694
0.6262626262626263,0.9954922342335415
0.6363636363636365,0.9948295906958783
0.6464646464646465,0.9941941879501117
0.6565656565656566,0.9934928159838892
0.6666666666666667,0.980753244580751
0.6767676767676768,0.9916138262653538
0.686868686868687,0.990401066863335
0.696969696969697,0.9890379227560258
0.7070707070707072,0.9876719498402894
0.7171717171717172,0.9863730191762288
0.7272727272727273,0.9732156024514241
0.7373737373737375,0.9832403381408297
0.7474747474747475,0.9814264137131506
0.7575757575757577,0.979639449250473
0.7676767676767677,0.9778718087575426
0.7777777777777778,0.9755570854244577
0.787878787878788,0.9728830542335739
0.797979797979798,0.9698105677902326
0.8080808080808082,0.9659463518732913
0.8181818181818182,0.9579266529023113
0.8282828282828284,0.9570383251992539
0.8383838383838385,0.9516857911489829
0.8484848484848485,0.9460192028013696
0.8585858585858587,0.93995929576887
0.8686868686868687,0.9330697962535912
0.8787878787878789,0.9255196793862984
0.888888888888889,0.8976639974861299
0.8989898989898991,0.9085143434005464
0.9090909090909092,0.8775895769122796
0.9191919191919192,0.8789441402119003
0.9292929292929294,0.8743877173533209
0.9393939393939394,0.8572990462799519
0.9494949494949496,0.8323672008171972
0.9595959595959597,0.8063616757151251
0.9696969696969697,0.7654447082783825
0.9797979797979799,0.7239494078920389
0.98989898989899,0.6415565136265742
1.0,0.0
