label,acc,sn,sp,mcc,f1,recall,roc,pr_auc
toxic: 1k,0.9742663656884876,0.9580357142857143,0.9908675799086758,0.9490751090569038,0.9741261915569677,0.9580357142857143,0.9976573711676451,0.9978487257708484
toxic: 1k,0.9792325056433409,0.9723214285714286,0.9863013698630136,0.9585665241650965,0.97931654676259,0.9723214285714286,0.9975954011741683,0.997756105185371
toxic: 1k,0.9792325056433409,0.9714285714285714,0.9872146118721461,0.9585939417259792,0.9792979297929794,0.9714285714285714,0.9976916177429875,0.9978400895180117
toxic: 1k,0.9756207674943567,0.9616071428571429,0.9899543378995433,0.9516483932545391,0.9755434782608696,0.9616071428571429,0.997422537508154,0.9976735318165371
toxic: 1k,0.9778781038374718,0.9678571428571429,0.9881278538812786,0.9559670686265435,0.9778980604420388,0.9678571428571429,0.9975407697325505,0.9977535925981078
toxic: 1k,0.9787810383747179,0.9705357142857143,0.9872146118721461,0.957705815424859,0.9788383610986042,0.9705357142857143,0.9975554468362688,0.9977747342983411
toxic: 1k,0.9751693002257337,0.9616071428571429,0.989041095890411,0.9507203362230336,0.9751018560434587,0.9616071428571429,0.9973833985649054,0.9976148897183292
toxic: 1k,0.9778781038374718,0.9678571428571429,0.9881278538812786,0.9559670686265435,0.9778980604420388,0.9678571428571429,0.9973067514677103,0.9975962762710994
toxic: 1k,0.9774266365688488,0.96875,0.9863013698630136,0.9550124350551187,0.9774774774774775,0.96875,0.9973776908023484,0.9975800685012569
toxic: 1k,0.9769751693002258,0.96875,0.9853881278538813,0.9540937849951054,0.9770373705538046,0.96875,0.9973988910632746,0.9976484150809481
toxic: 1k,0.9783295711060948,0.9696428571428571,0.9872146118721461,0.9568184605774316,0.9783783783783785,0.9696428571428571,0.9973597521200261,0.9975966570901571
toxic: 1k,0.9783295711060948,0.9696428571428571,0.9872146118721461,0.9568184605774316,0.9783783783783785,0.9696428571428571,0.9975652315720809,0.9976974882744875
toxic: 1k,0.9787810383747179,0.9705357142857143,0.9872146118721461,0.957705815424859,0.9788383610986042,0.9705357142857143,0.9974706457925636,0.9976144404343475
toxic: 1k,0.9778781038374718,0.96875,0.9872146118721461,0.955931875039718,0.9779179810725551,0.96875,0.9968656229615134,0.9971456163557298
toxic: 1k,0.9765237020316027,0.9696428571428571,0.9835616438356164,0.9531485447807728,0.9766187050359713,0.9696428571428571,0.9973263209393347,0.997548938441346
toxic: 1k,0.98058690744921,0.9776785714285714,0.9835616438356164,0.9611908402905524,0.980743394536498,0.9776785714285714,0.9975032615786041,0.9976388032115667
toxic: 1k,0.9796839729119639,0.9794642857142857,0.9799086757990868,0.9593635744401735,0.9799017418490398,0.9794642857142857,0.9974013372472277,0.9975147717196731
toxic: 1k,0.9769751693002258,0.9723214285714286,0.9817351598173516,0.9539966932163357,0.9771197846567968,0.9723214285714286,0.9972472276581865,0.9974655656496058
toxic: 1k,0.98058690744921,0.9776785714285714,0.9835616438356164,0.9611908402905524,0.980743394536498,0.9776785714285714,0.9973564905414221,0.9975966127481803
toxic: 1k,0.9796839729119639,0.9776785714285714,0.9817351598173516,0.9593746185965969,0.9798657718120806,0.9776785714285714,0.9974086757990868,0.9975249056060861
toxic: 1k,0.9796839729119639,0.9758928571428571,0.9835616438356164,0.9593981778854893,0.9798296727924697,0.9758928571428571,0.9967090671885193,0.9972353911530575
toxic: 1k,0.9778781038374718,0.9732142857142857,0.982648401826484,0.9558026789823674,0.978017048003589,0.9732142857142857,0.9973377364644488,0.9975101588096922
toxic: 1k,0.980135440180587,0.9758928571428571,0.9844748858447488,0.9603090174705066,0.9802690582959642,0.9758928571428571,0.9974445531637313,0.9976382365101214
toxic: 1k,0.9796839729119639,0.9767857142857143,0.982648401826484,0.9593848339104804,0.9798477384684282,0.9767857142857143,0.9973915525114155,0.9976076304500329
toxic: 1k,0.9760722347629797,0.9660714285714286,0.9863013698630136,0.9523549380641038,0.9760938204781235,0.9660714285714286,0.996985485975212,0.9972798977288492
toxic: 1k,0.9783295711060948,0.975,0.9817351598173516,0.9566821162911955,0.978494623655914,0.975,0.9976614481409001,0.9977485559982636
toxic: 1k,0.9792325056433409,0.975,0.9835616438356164,0.9585030287596552,0.9793721973094172,0.975,0.9974804305283758,0.997640244002302
toxic: 1k,0.9792325056433409,0.9732142857142857,0.9853881278538813,0.958542233011201,0.9793351302785265,0.9732142857142857,0.9973768754076974,0.9975042994904876
toxic: 1k,0.9765237020316027,0.9794642857142857,0.9735159817351599,0.95305254178675,0.9768477292965272,0.9794642857142857,0.9969602087410306,0.9968560649324946
toxic: 1k,0.9774266365688488,0.96875,0.9863013698630136,0.9550124350551187,0.9774774774774775,0.96875,0.9974388454011741,0.9975792568502636
toxic: 1k,0.9783295711060948,0.9741071428571428,0.982648401826484,0.9566970400488038,0.97847533632287,0.9741071428571428,0.9974690150032616,0.9975370495054173
toxic: 1k,0.9792325056433409,0.9767857142857143,0.9817351598173516,0.9584763275594227,0.9794091316025068,0.9767857142857143,0.997360567514677,0.9974459549515995
toxic: 1k,0.9787810383747179,0.9714285714285714,0.9863013698630136,0.9576768426125305,0.9788573999100315,0.9714285714285714,0.9974665688193085,0.9975520420534097
toxic: 1k,0.9774266365688488,0.9767857142857143,0.9780821917808219,0.9548499989040734,0.9776586237712244,0.9767857142857143,0.9973051206784083,0.9968191545133483
toxic: 1k,0.9769751693002258,0.975,0.9789954337899544,0.9539565420296581,0.9771812080536912,0.975,0.997425799086758,0.9975861426077707
toxic: 1k,0.9756207674943567,0.9678571428571429,0.9835616438356164,0.9513699162056912,0.9756975697569756,0.9678571428571429,0.9971069797782126,0.9973143778776083
toxic: 1k,0.9765237020316027,0.975,0.9780821917808219,0.95304955365634,0.9767441860465115,0.975,0.9974054142204828,0.9975507930916657
toxic: 1k,0.9774266365688488,0.9741071428571428,0.9808219178082191,0.9548761172733617,0.9775985663082437,0.9741071428571428,0.9972464122635356,0.9974378671986516
toxic: 1k,0.9774266365688488,0.9714285714285714,0.9835616438356164,0.9549302614791376,0.9775381850853548,0.9714285714285714,0.997058056099152,0.9972377009580482
toxic: 1k,0.9751693002257337,0.9678571428571429,0.982648401826484,0.9504528465411957,0.9752586594691857,0.9678571428571429,0.9970136170906719,0.997256619432331
toxic: 1k,0.9765237020316027,0.975,0.9780821917808219,0.95304955365634,0.9767441860465115,0.975,0.9972937051532942,0.9974107333972162
toxic: 1k,0.9774266365688488,0.9723214285714286,0.982648401826484,0.9549090993629197,0.9775583482944346,0.9723214285714286,0.9973409980430528,0.9974742984215397
toxic: 1k,0.9756207674943567,0.9705357142857143,0.9808219178082191,0.9512971307756651,0.9757630161579892,0.9705357142857143,0.9972488584474887,0.997444615629851
toxic: 1k,0.9765237020316027,0.9732142857142857,0.9799086757990868,0.953070118255528,0.9767025089605735,0.9732142857142857,0.997133072407045,0.997236311402723
toxic: 1k,0.9769751693002258,0.9696428571428571,0.9844748858447488,0.9540648445768631,0.9770580296896086,0.9696428571428571,0.9972643509458577,0.9974340451374593
toxic: 1k,0.9760722347629797,0.96875,0.9835616438356164,0.9522588455590294,0.9761583445793972,0.96875,0.996918623613829,0.9972375635583183
toxic: 1k,0.9778781038374718,0.96875,0.9872146118721461,0.955931875039718,0.9779179810725551,0.96875,0.9968754076973256,0.997194155075974
toxic: 1k,0.9751693002257337,0.9633928571428572,0.9872146118721461,0.9506283979527792,0.9751468594667873,0.9633928571428572,0.9971461187214612,0.9973377195620554
toxic: 1k,0.9792325056433409,0.9732142857142857,0.9853881278538813,0.958542233011201,0.9793351302785265,0.9732142857142857,0.9971175799086758,0.9973647054157871
toxic: 1k,0.9783295711060948,0.9723214285714286,0.9844748858447488,0.9567362472451693,0.9784366576819407,0.9723214285714286,0.996841161121983,0.9967381158636411
toxic: 1k,0.9792325056433409,0.9732142857142857,0.9853881278538813,0.958542233011201,0.9793351302785265,0.9732142857142857,0.9967302674494456,0.9968259317946045
toxic: 1k,0.9783295711060948,0.9758928571428571,0.9808219178082191,0.9566703123445459,0.9785138764547896,0.9758928571428571,0.9966348662752772,0.9966316114883378
toxic: 1k,0.9787810383747179,0.9821428571428571,0.9753424657534246,0.9575727764584039,0.9790832220738762,0.9821428571428571,0.9967804142204827,0.9968634207293657
toxic: 1k,0.9778781038374718,0.9758928571428571,0.9799086757990868,0.955762567551971,0.978076062639821,0.9758928571428571,0.9969528701891716,0.9971322373809147
toxic: 1k,0.9747178329571106,0.96875,0.9808219178082191,0.9495123041810426,0.9748427672955976,0.96875,0.9969455316373125,0.9971569428551379
toxic: 1k,0.9742663656884876,0.9723214285714286,0.9762557077625571,0.9485384654627192,0.974496644295302,0.9723214285714286,0.9971143183300718,0.9971671658547391
toxic: 1k,0.9778781038374718,0.9767857142857143,0.9789954337899544,0.9557554309320829,0.978095663835494,0.9767857142857143,0.9969895629484669,0.9969349711454173
toxic: 1k,0.9742663656884876,0.9651785714285714,0.9835616438356164,0.9487077258298937,0.9743127534925642,0.9651785714285714,0.9959254729288977,0.9964686006285228
toxic: 1k,0.9738148984198646,0.975,0.9726027397260274,0.9476236025105337,0.9741302408563781,0.975,0.9972349967384215,0.9974265018772166
toxic: 1k,0.9783295711060948,0.9705357142857143,0.9863013698630136,0.9567879353459072,0.9783978397839783,0.9705357142857143,0.9975823548597521,0.9977615852432465
toxic: 1k,0.9769751693002258,0.9705357142857143,0.9835616438356164,0.9540390160319301,0.9770786516853932,0.9705357142857143,0.9973752446183952,0.9976124887464368
toxic: 1k,0.9778781038374718,0.9714285714285714,0.9844748858447488,0.9558450047427814,0.9779775280898876,0.9714285714285714,0.9975122309197652,0.9977187273088025
toxic: 1k,0.9783295711060948,0.9732142857142857,0.9835616438356164,0.9567150836565469,0.9784560143626571,0.9732142857142857,0.997349967384214,0.9975372851782565
toxic: 1k,0.9796839729119639,0.9767857142857143,0.982648401826484,0.9593848339104804,0.9798477384684282,0.9767857142857143,0.9974902152641879,0.9976469548373115
toxic: 1k,0.9774266365688488,0.9723214285714286,0.982648401826484,0.9549090993629197,0.9775583482944346,0.9723214285714286,0.9976141552511415,0.9977575629174479
toxic: 2k,0.7792325056433409,0.572310405643739,0.996299722479186,0.623357027549834,0.7263570229434808,0.572310405643739,0.9814268257068133,0.9827282182017663
toxic: 2k,0.8564334085778781,0.7231040564373897,0.996299722479186,0.7439862653914715,0.8375893769152196,0.7231040564373897,0.9891039226531055,0.9898854269683715
toxic: 2k,0.8889390519187359,0.791005291005291,0.9916743755781684,0.7957369106099533,0.8794117647058823,0.791005291005291,0.9917787925805194,0.9923004046110431
toxic: 2k,0.909255079006772,0.8306878306878307,0.9916743755781684,0.8304600053396516,0.9035971223021582,0.8306878306878307,0.9931492657363765,0.9935211805677774
toxic: 2k,0.9205417607223476,0.8527336860670194,0.9916743755781684,0.8501805851682446,0.9165876777251185,0.8527336860670194,0.9938810005106644,0.9941791370657096
toxic: 2k,0.9291196388261851,0.8694885361552028,0.9916743755781684,0.8653927172508475,0.9262564584311883,0.8694885361552028,0.9944650831175654,0.9947610544789103
toxic: 2k,0.9435665914221218,0.8977072310405644,0.9916743755781684,0.8914850727909231,0.9421564090698751,0.8977072310405644,0.9949684056992105,0.9952579438184346
toxic: 2k,0.9476297968397291,0.9047619047619048,0.9925994449583718,0.8990865817311582,0.9464944649446495,0.9047619047619048,0.9952359742677349,0.9955753476629386
toxic: 2k,0.9602708803611738,0.9320987654320988,0.9898242368177613,0.922245807988209,0.9600363306085377,0.9320987654320988,0.9954978325314434,0.9958009776185066
toxic: 2k,0.9602708803611738,0.9312169312169312,0.9907493061979649,0.9223500485514332,0.96,0.9312169312169312,0.9957866108035703,0.996093178613918
toxic: 2k,0.9620767494356659,0.935626102292769,0.9898242368177613,0.9256610402432764,0.9619220308250227,0.935626102292769,0.9957645853421371,0.9960206345910649
toxic: 2k,0.9607223476297968,0.9303350970017636,0.9925994449583718,0.923416015859278,0.9604005461993628,0.9303350970017636,0.9959579199480526,0.9962384824904946
toxic: 2k,0.9557562076749435,0.9197530864197531,0.9935245143385754,0.9142491562782845,0.9551282051282051,0.9197530864197531,0.9961300448503655,0.9964058326856893
toxic: 2k,0.9607223476297968,0.9294532627865961,0.9935245143385754,0.923527904813251,0.9603644646924829,0.9294532627865961,0.9961659381949237,0.9964207280479032
toxic: 2k,0.9661399548532731,0.9417989417989417,0.9916743755781684,0.9335601391396794,0.966078697421981,0.9417989417989417,0.9962352776105474,0.9964820597599766
toxic: 2k,0.963431151241535,0.935626102292769,0.9925994449583718,0.928520999084653,0.9632319564230596,0.935626102292769,0.9963674303791479,0.996606245956797
toxic: 2k,0.9711060948081264,0.95326278659612,0.9898242368177613,0.9429093582568847,0.9712488769092544,0.95326278659612,0.9965093722417189,0.9968466655477476
toxic: 2k,0.9702031602708804,0.9497354497354498,0.9916743755781684,0.9413176833507458,0.9702702702702702,0.9497354497354498,0.9965346607344756,0.996873016063807
toxic: 2k,0.9693002257336343,0.9488536155202821,0.9907493061979649,0.9395109566088975,0.9693693693693693,0.9488536155202821,0.9965762643838499,0.9968622838734876
toxic: 2k,0.9702031602708804,0.9506172839506173,0.9907493061979649,0.9412429782262911,0.9702970297029703,0.9506172839506173,0.99655750195374,0.9969092555807773
toxic: 2k,0.9693002257336343,0.9497354497354498,0.9898242368177613,0.9394363118974952,0.9693969396939695,0.9497354497354498,0.9966447880416427,0.9969179706649853
toxic: 2k,0.9733634311512416,0.9576719576719577,0.9898242368177613,0.9472674907997068,0.9735544598834603,0.9576719576719577,0.9967965189981841,0.9971533880630893
toxic: 2k,0.9787810383747179,0.9700176366843033,0.9879740980573543,0.9577292622589775,0.9790832220738763,0.9700176366843033,0.9967753092945816,0.9971355367238289
toxic: 2k,0.9760722347629797,0.9629629629629629,0.9898242368177613,0.9525222702459273,0.9763075547608404,0.9629629629629629,0.9965656595320488,0.9968903504667942
toxic: 2k,0.9774266365688488,0.9647266313932981,0.9907493061979649,0.9552071453003528,0.9776586237712244,0.9647266313932981,0.9967092329102814,0.996940571335582
toxic: 2k,0.9702031602708804,0.9506172839506173,0.9907493061979649,0.9412429782262911,0.9702970297029703,0.9506172839506173,0.9965248716405053,0.9967352155763182
toxic: 2k,0.9747178329571106,0.9603174603174603,0.9898242368177613,0.9498914434136774,0.9749328558639213,0.9603174603174603,0.9968046765764927,0.9970760178900391
toxic: 2k,0.9769751693002258,0.9647266313932981,0.9898242368177613,0.9542800020910233,0.9772219740955784,0.9647266313932981,0.9968422014367126,0.9971247974090531
toxic: 2k,0.9778781038374718,0.9673721340388007,0.9888991674375578,0.9559983883211814,0.9781542576905929,0.9673721340388007,0.9965721855946955,0.9967131455563166
toxic: 2k,0.9711060948081264,0.95326278659612,0.9898242368177613,0.9429093582568847,0.9712488769092544,0.95326278659612,0.9965566861959092,0.9966861382027982
toxic: 2k,0.9765237020316027,0.9647266313932981,0.9888991674375578,0.9533536406836696,0.9767857142857144,0.9647266313932981,0.9967957032403532,0.9970282402897045
toxic: 2k,0.9760722347629797,0.9647266313932981,0.9879740980573543,0.9524280588048892,0.9763498438197233,0.9647266313932981,0.9967981505138459,0.9970009697385956
toxic: 2k,0.98058690744921,0.9735449735449735,0.9879740980573543,0.9612791452209791,0.9808973789426921,0.9735449735449735,0.9969245929776303,0.997102153585612
toxic: 2k,0.9756207674943567,0.9611992945326279,0.9907493061979649,0.9516978710965077,0.9758281110116384,0.9611992945326279,0.99687727902344,0.9969959808805497
toxic: 2k,0.981038374717833,0.9744268077601411,0.9879740980573543,0.9621686044745332,0.9813499111900532,0.9744268077601411,0.9970502196835839,0.9972463413414241
toxic: 2k,0.9787810383747179,0.9708994708994709,0.9870490286771508,0.9576961896550704,0.979101823032459,0.9708994708994709,0.9965256873983361,0.996386787877278
toxic: 2k,0.9769751693002258,0.9664902998236331,0.9879740980573543,0.9541920004034853,0.9772625947391885,0.9664902998236331,0.9969955639089159,0.9971151615748766
toxic: 2k,0.980135440180587,0.9735449735449735,0.9870490286771508,0.9603621370239427,0.9804618117229129,0.9735449735449735,0.9965909480248055,0.9965647502841828
toxic: 2k,0.9751693002257337,0.9638447971781305,0.9870490286771508,0.9506216723599253,0.9754573850959394,0.9638447971781305,0.9965256873983361,0.9965728846905058
toxic: 2k,0.9787810383747179,0.972663139329806,0.9851988899167438,0.9576394125944825,0.9791389258766089,0.972663139329806,0.9965077407260571,0.9965730806860639
toxic: 2k,0.9769751693002258,0.9656084656084656,0.9888991674375578,0.9542344452498531,0.9772423025435074,0.9656084656084656,0.9968120183969706,0.9970405436760647
toxic: 2k,0.9742663656884876,0.9611992945326279,0.9879740980573543,0.9489094679010291,0.9745194456861869,0.9611992945326279,0.9963331685502516,0.9961235053129589
toxic: 2k,0.9765237020316027,0.9673721340388007,0.9861239592969473,0.9532309666878498,0.9768477292965271,0.9673721340388007,0.9964514534357273,0.996155546132344
toxic: 2k,0.9769751693002258,0.9673721340388007,0.9870490286771508,0.9541526671518809,0.9772828507795099,0.9673721340388007,0.9963919031140739,0.9961272403696824
toxic: 2k,0.9760722347629797,0.9664902998236331,0.9861239592969473,0.952346271870469,0.9763919821826279,0.9664902998236331,0.9965950268139598,0.9966967975507066
toxic: 2k,0.9765237020316027,0.9673721340388007,0.9861239592969473,0.9532309666878498,0.9768477292965271,0.9673721340388007,0.9963992449345518,0.9960591603182273
toxic: 2k,0.9747178329571106,0.9638447971781305,0.9861239592969473,0.9496968677420522,0.9750223015165032,0.9638447971781305,0.9965371080079684,0.9962594859418433
toxic: 2k,0.9792325056433409,0.972663139329806,0.9861239592969473,0.9585556695733521,0.9795737122557726,0.972663139329806,0.9968536220463449,0.9968290379901673
toxic: 2k,0.981038374717833,0.9761904761904762,0.9861239592969473,0.9621213797760954,0.9813829787234042,0.9761904761904762,0.996789992935537,0.9964369282654996
toxic: 2k,0.9774266365688488,0.9682539682539683,0.9870490286771508,0.9550373678602989,0.9777382012466608,0.9682539682539683,0.9965933952982982,0.9963581410743783
toxic: 2k,0.9787810383747179,0.9708994708994709,0.9870490286771508,0.9576961896550704,0.979101823032459,0.9708994708994709,0.9965982898452834,0.9961466615146635
toxic: 2k,0.9774266365688488,0.9682539682539683,0.9870490286771508,0.9550373678602989,0.9777382012466608,0.9682539682539683,0.9969221457041377,0.9969370958565426
toxic: 2k,0.9765237020316027,0.9673721340388007,0.9861239592969473,0.9532309666878498,0.9768477292965271,0.9673721340388007,0.996495504358594,0.9962644942352356
toxic: 2k,0.98058690744921,0.9753086419753086,0.9861239592969473,0.9612287491195518,0.980931263858093,0.9753086419753086,0.9966529456199514,0.9965179922609619
toxic: 2k,0.9774266365688488,0.9682539682539683,0.9870490286771508,0.9550373678602989,0.9777382012466608,0.9682539682539683,0.9964498219200656,0.9960675536716389
toxic: 2k,0.9760722347629797,0.9647266313932981,0.9879740980573543,0.9524280588048892,0.9763498438197233,0.9647266313932981,0.996243435188856,0.9959475313190645
toxic: 2k,0.9796839729119639,0.9735449735449735,0.9861239592969473,0.9594458962475062,0.9800266311584553,0.9735449735449735,0.9966219468223785,0.9964623823153081
toxic: 2k,0.9783295711060948,0.9700176366843033,0.9870490286771508,0.956809126923956,0.9786476868327402,0.9700176366843033,0.9969180669149833,0.997135840600247
toxic: 2k,0.98058690744921,0.9753086419753086,0.9861239592969473,0.9612287491195518,0.980931263858093,0.9753086419753086,0.9969196984306451,0.996894287287702
toxic: 2k,0.9841986455981941,0.9832451499118166,0.9851988899167438,0.968384794079957,0.9845474613686533,0.9832451499118166,0.9969914851197614,0.9967537716459665
toxic: 2k,0.981038374717833,0.9761904761904762,0.9861239592969473,0.9621213797760954,0.9813829787234042,0.9761904761904762,0.9966415250103193,0.9963876477516693
toxic: 2k,0.9783295711060948,0.9708994708994709,0.9861239592969473,0.9567776046471169,0.9786666666666667,0.9708994708994709,0.9968042686975773,0.9967721616824703
toxic: 2k,0.981489841986456,0.9753086419753086,0.9879740980573543,0.9630588635535536,0.9818020417221482,0.9753086419753086,0.9964726631393299,0.9960105209182242
toxic: 2k,0.9783295711060948,0.9682539682539683,0.9888991674375578,0.95688153114453,0.9786096256684492,0.9682539682539683,0.9964490061622346,0.9959694428641475
toxic: 2k,0.9796839729119639,0.9735449735449735,0.9861239592969473,0.9594458962475062,0.9800266311584553,0.9735449735449735,0.9964122970598456,0.9953489865512741
toxic: 2k,0.9783295711060948,0.9708994708994709,0.9861239592969473,0.9567776046471169,0.9786666666666667,0.9708994708994709,0.996507740726057,0.9958559517830644
toxic: 2k,0.9787810383747179,0.9700176366843033,0.9879740980573543,0.9577292622589775,0.9790832220738763,0.9700176366843033,0.9969466184390636,0.9971688247200092
toxic: 2k,0.981038374717833,0.9753086419753086,0.9870490286771508,0.9621434233497029,0.9813664596273292,0.9753086419753086,0.9965554625591628,0.9963106960864291
toxic: 2k,0.9783295711060948,0.9700176366843033,0.9870490286771508,0.956809126923956,0.9786476868327402,0.9700176366843033,0.9962956436900317,0.9951439425075425
toxic: 2k,0.9787810383747179,0.9700176366843033,0.9879740980573543,0.9577292622589775,0.9790832220738763,0.9700176366843033,0.996495504358594,0.9961211356007871
toxic: 2k,0.981489841986456,0.9761904761904762,0.9870490286771508,0.9630352695979085,0.9818181818181818,0.9761904761904762,0.9964636898031902,0.9955945492910427
toxic: 2k,0.9787810383747179,0.9700176366843033,0.9879740980573543,0.9577292622589775,0.9790832220738763,0.9700176366843033,0.9960590739190801,0.9952132967665438
toxic: 2k,0.9760722347629797,0.9647266313932981,0.9879740980573543,0.9524280588048892,0.9763498438197233,0.9647266313932981,0.9963874164460041,0.9957065648411236
toxic: 2k,0.9787810383747179,0.9735449735449735,0.9842738205365402,0.9576157081628383,0.9791574279379157,0.9735449735449735,0.9970424699841907,0.9968042984928726
toxic: 2k,0.9796839729119639,0.9735449735449735,0.9861239592969473,0.9594458962475062,0.9800266311584553,0.9735449735449735,0.9968715687186238,0.9965295975516862
toxic: 2k,0.980135440180587,0.9779541446208113,0.9824236817761333,0.9602673810137494,0.9805481874447393,0.9779541446208113,0.9964783734441459,0.9957090220322904
toxic: 2k,0.9787810383747179,0.9708994708994709,0.9870490286771508,0.9576961896550704,0.979101823032459,0.9708994708994709,0.9964922413272707,0.99627146498596
toxic: 2k,0.9796839729119639,0.9735449735449735,0.9861239592969473,0.9594458962475062,0.9800266311584553,0.9735449735449735,0.9964506376778964,0.9958842408715789
