FPR,TPR
0.0,0.6831380645666829
0.010101010101010107,0.9536986355035214
0.020202020202020214,0.9730960272593471
0.030303030303030696,0.9797640233693452
0.04040404040404043,0.9838075450448269
0.05050505050505088,0.986815490072021
0.06060606060606139,0.9888211814520101
0.07070707070707029,0.9904512513888998
0.08080808080808086,0.9919838445422445
0.09090909090909147,0.9931663442944392
0.10101010101010176,0.9940658948869079
0.11111111111111226,0.9946498848034595
0.12121212121212278,0.9952112434297296
0.13131313131312985,0.9956128049161116
0.14141414141414058,0.995956885580139
0.15151515151515121,0.9962681195796833
0.1616161616161617,0.9965031431532724
0.17171717171717235,0.9967159829361468
0.18181818181818293,0.9968983437406859
0.19191919191919293,0.9970735834836305
0.20202020202020352,0.9972486537002626
0.2121212121212141,0.9973967328418116
0.2222222222222245,0.997584539630876
0.23232323232323507,0.9977381395241917
0.24242424242424557,0.9978858557570437
0.2525252525252491,0.9980196107882858
0.2626262626262597,0.998136958265189
0.27272727272727043,0.9982455332089526
0.28282828282828115,0.9983718930329133
0.2929292929292918,0.9984567413410919
0.30303030303030243,0.9985562073181338
0.31313131313131315,0.9986441189125596
0.3232323232323234,0.9987255929169684
0.33333333333333404,0.9987923161904168
0.3434343434343447,0.9988773852363687
0.3535353535353552,0.9989296272879078
0.36363636363636587,0.9989821021268459
0.3737373737373765,0.9990360666959036
0.38383838383838587,0.9990953810162942
0.3939393939393965,0.9991279831729561
0.40404040404040703,0.9991515199751413
0.41414141414141753,0.9991929082030275
0.4242424242424282,0.9992253832221236
0.43434343434343875,0.9992596133804135
0.444444444444449,0.9992901015891631
0.45454545454545964,0.9993312774583276
0.46464646464647014,0.9993566751782579
0.47474747474748064,0.9993801244838627
0.48484848484849113,0.9994108194628964
0.4949494949495017,0.9994235651873248
0.5050505050504982,0.9994453298990948
0.5151515151515084,0.9994795019981844
0.5252525252525194,0.9995082987796976
0.5353535353535288,0.999529932504232
0.5454545454545409,0.9995497573309134
0.5555555555555494,0.9995714147971382
0.5656565656565623,0.9995841329087399
0.5757575757575697,0.9996022630381042
0.5858585858585836,0.9996222625071981
0.5959595959595902,0.999636753954179
0.6060606060606049,0.9996547930665746
0.6161616161616108,0.9996656661597261
0.6262626262626263,0.9996893269151819
0.6363636363636307,0.9997055130594797
0.6464646464646469,0.9997145563681009
0.6565656565656514,0.999723597959421
0.6666666666666681,0.9997470631643208
0.6767676767676719,0.9997525113026804
0.6868686868686894,0.9997597462930378
0.6969696969696924,0.9997741467230499
0.7070707070707104,0.9997814031796733
0.717171717171713,0.9997922779901262
0.7272727272727317,0.99980129811518
0.7373737373737337,0.9998121712083317
0.747474747474753,0.9998176560468773
0.7575757575757519,0.9998285065360506
0.7676767676767717,0.9998357635722633
0.7777777777777726,0.9998430432124543
0.787878787878793,0.9998557709910048
0.7979797979797933,0.999857534659435
0.8080808080808141,0.999863005981362
0.8181818181818139,0.9998739949923509
0.8282828282828351,0.9998758264941823
0.8383838383838347,0.9998849376362048
0.8484848484848564,0.9998904089581317
0.8585858585858553,0.9998995432837217
0.8686868686868775,0.9999123406129745
0.8787878787878757,0.9999178351184689
0.888888888888898,0.9999269694440588
0.8989898989898965,0.9999342490842498
0.9090909090909193,0.9999379120879127
0.9191919191919171,0.9999434065934072
0.9292929292929403,0.9999489010989017
0.9393939393939378,0.9999525641025646
0.9494949494949613,0.9999617216117219
0.9595959595959586,0.9999782051282052
0.9696969696969823,0.9999836996336996
0.9797979797979793,0.9999891025641026
0.9898989898990034,0.9999891025641026
1.0,1.0
